Price,Area,Bathrooms,Balconies,Current_Floor,Total_Floors,Furnishing_Status,Mapped_Area,Facing,Property_Age,Bedrooms,Area_Type,Property_Status
67.0,1449.0,2.0,1.0,3.0,9.0,unfurnished,Kudasan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
370.0,4401.0,6.0,1.0,4.0,7.0,Unknown,Sargasan,Unknown,Unknown,4.0,Super Built-up,Ready_to_Move
55.0,1170.0,2.0,2.0,5.0,5.0,Unknown,Sargasan,Unknown,10-20 years,2.0,Super Built-up,Ready_to_Move
210.0,3240.0,4.0,3.0,10.0,13.0,Unknown,Randesan,Unknown,Unknown,4.0,Super Built-up,Ready_to_Move
145.0,2637.0,3.0,3.0,3.0,7.0,semi-furnished,Kudasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
80.0,1764.0,3.0,1.0,1.0,5.0,unfurnished,Sargasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
175.0,2439.0,5.0,1.0,3.0,5.0,Unknown,Sargasan,Unknown,New,4.0,Super Built-up,Ready_to_Move
100.0,2187.0,3.0,1.0,5.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
99.5,2187.0,3.0,1.0,8.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
67.32,1683.0,2.0,1.0,8.0,13.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
144.0,2142.0,3.0,1.0,13.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
110.0,2142.0,3.0,1.0,3.0,9.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
111.0,2196.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
74.0,1152.0,2.0,1.0,5.0,5.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
160.0,1651.0,4.0,2.0,7.0,13.0,unfurnished,Randesan,East,New,4.0,Built-up,Ready_to_Move
108.0,2187.0,3.0,2.0,10.0,12.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
59.0,1260.0,2.0,2.0,2.0,5.0,semi-furnished,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
71.0,1620.0,2.0,1.0,3.0,5.0,unfurnished,Sargasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
90.0,2394.0,3.0,1.0,3.0,6.0,semi-furnished,Sargasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
78.0,2025.0,3.0,1.0,3.0,5.0,semi-furnished,Randesan,East,10-20 years,3.0,Super Built-up,Ready_to_Move
57.0,882.0,2.0,1.0,5.0,8.0,semi-furnished,Randesan,Unknown,New,2.0,Carpet,Ready_to_Move
56.0,1215.0,2.0,1.0,4.0,8.0,unfurnished,Kudasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
65.0,1233.0,2.0,1.0,4.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
89.0,2151.0,3.0,1.0,11.0,13.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
72.0,782.0,2.0,2.0,11.0,14.0,unfurnished,Sargasan,East,New,2.0,Carpet,Ready_to_Move
92.2,2160.0,3.0,1.0,2.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
62.85,1440.0,2.0,1.0,2.0,13.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
72.0,1413.0,2.0,3.0,4.0,12.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
82.8,2070.0,3.0,1.0,1.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
86.0,854.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,North-East,New,3.0,Carpet,Ready_to_Move
85.0,2142.0,3.0,1.0,3.0,7.0,unfurnished,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
60.0,810.0,2.0,1.0,4.0,7.0,furnished,Sargasan,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
99.0,1188.0,3.0,1.0,12.0,13.0,unfurnished,Randesan,Unknown,New,3.0,Carpet,Ready_to_Move
110.0,1296.0,3.0,1.0,10.0,13.0,unfurnished,Randesan,Other,1-5 years,3.0,Carpet,Ready_to_Move
45.0,1242.0,2.0,1.0,3.0,5.0,unfurnished,Sargasan,North-East,5-10 years,2.0,Carpet,Ready_to_Move
87.0,1494.0,2.0,1.0,0.0,11.0,unfurnished,Sargasan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
54.0,1260.0,2.0,1.0,0.0,8.0,semi-furnished,Kudasan,East,5-10 years,2.0,Built-up,Ready_to_Move
75.6,1890.0,3.0,1.0,3.0,14.0,Unknown,Sargasan,East,New,3.0,Carpet,Under_Construction
65.45,1683.0,2.0,1.0,5.0,13.0,unfurnished,Sargasan,East,New,2.0,Carpet,Under_Construction
208.0,4158.0,4.0,2.0,14.0,17.0,Unknown,Randesan,East,New,4.0,Super Built-up,Under_Construction
116.0,1190.0,3.0,3.0,3.0,13.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Ready_to_Move
62.9,1530.0,2.0,1.0,10.0,12.0,unfurnished,Raysan,East,New,2.0,Super Built-up,Under_Construction
180.0,3735.0,4.0,3.0,4.0,8.0,Unknown,Koba,East,New,4.0,Super Built-up,Under_Construction
77.85,865.0,1.0,1.0,12.0,35.0,unfurnished,Gift City,East,New,1.0,Super Built-up,Under_Construction
357.0,6750.0,4.0,2.0,3.0,19.0,unfurnished,Raysan,East,New,4.0,Super Built-up,Under_Construction
67.0,1710.0,2.0,3.0,6.0,14.0,Unknown,Kudasan,East,New,2.0,Super Built-up,Under_Construction
80.0,2205.0,3.0,3.0,4.0,12.0,unfurnished,Adalaj,East,New,3.0,Super Built-up,Under_Construction
90.0,2295.0,3.0,2.0,4.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Under_Construction
82.0,2040.0,3.0,2.0,5.0,8.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Under_Construction
126.0,2754.0,3.0,1.0,2.0,13.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Under_Construction
79.0,1950.0,3.0,2.0,3.0,14.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Under_Construction
75.0,1566.0,2.0,2.0,4.0,13.0,unfurnished,Raysan,East,New,2.0,Super Built-up,Under_Construction
148.0,3060.0,3.0,3.0,9.0,13.0,Unknown,Koba,East,New,3.0,Super Built-up,Under_Construction
125.0,2835.0,3.0,1.0,4.0,19.0,unfurnished,Gandhinagar Taluka,East,New,3.0,Super Built-up,Under_Construction
75.6,1890.0,3.0,1.0,4.0,14.0,Unknown,Sargasan,East,New,3.0,Super Built-up,Under_Construction
128.0,1426.0,3.0,2.0,13.0,35.0,Unknown,Gift City,East,New,3.0,Super Built-up,Under_Construction
92.5,2367.0,3.0,1.0,4.0,19.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Under_Construction
55.5,1359.0,2.0,2.0,4.0,14.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Under_Construction
91.0,1089.0,3.0,2.0,3.0,8.0,unfurnished,Randesan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
60.2,1548.0,2.0,1.0,4.0,13.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Under_Construction
111.0,2511.0,3.0,3.0,8.0,20.0,Unknown,Randesan,East,New,3.0,Super Built-up,Under_Construction
86.0,1495.0,2.0,1.0,10.0,14.0,Unknown,Gift City,East,New,2.0,Super Built-up,Under_Construction
157.0,871.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Carpet,Under_Construction
110.0,2900.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
75.0,1674.0,3.0,2.0,3.0,7.0,furnished,Vavol,Unknown,New,3.0,Super Built-up,Ready_to_Move
110.0,2718.0,4.0,2.0,6.0,13.0,Unknown,Koba,East,New,3.0,Super Built-up,Ready_to_Move
89.0,2358.0,3.0,3.0,4.0,14.0,unfurnished,Sargasan,North-East,New,3.0,Carpet,Under_Construction
173.0,1875.0,3.0,2.0,7.0,25.0,Unknown,Gift City,East,New,3.0,Super Built-up,Under_Construction
122.0,1325.0,2.0,1.0,9.0,25.0,Unknown,Gift City,East,New,2.0,Super Built-up,Under_Construction
215.0,4842.0,4.0,2.0,11.0,13.0,unfurnished,Kudasan,East,New,4.0,Super Built-up,Ready_to_Move
208.0,4158.0,5.0,1.0,7.0,17.0,Unknown,Randesan,East,New,4.0,Super Built-up,Under_Construction
179.0,3789.0,5.0,2.0,7.0,13.0,Unknown,Kudasan,West,New,4.0,Super Built-up,Under_Construction
211.0,4410.0,4.0,1.0,7.0,13.0,semi-furnished,Koba,East,New,4.0,Super Built-up,Ready_to_Move
136.0,2880.0,3.0,1.0,4.0,13.0,Unknown,Kudasan,East,New,3.0,Super Built-up,Under_Construction
182.0,4005.0,4.0,1.0,8.0,14.0,Unknown,Sargasan,East,New,4.0,Super Built-up,Under_Construction
212.0,4545.0,5.0,1.0,4.0,20.0,Unknown,Kudasan,East,New,4.0,Super Built-up,Under_Construction
121.0,2412.0,3.0,1.0,6.0,8.0,Unknown,Raysan,East,New,3.0,Super Built-up,Under_Construction
86.4,1728.0,2.0,1.0,4.0,8.0,unfurnished,Raysan,East,New,2.0,Super Built-up,Ready_to_Move
255.0,2686.0,3.0,2.0,8.5,25.0,unfurnished,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
112.0,2430.0,3.0,1.0,4.0,9.0,unfurnished,Koba,East,1-5 years,3.0,Super Built-up,Ready_to_Move
72.0,1773.0,3.0,1.0,2.0,6.0,semi-furnished,Randesan,Unknown,New,3.0,Super Built-up,Ready_to_Move
115.0,2025.0,4.0,2.0,8.0,13.0,Unknown,Sargasan,Unknown,New,4.0,Super Built-up,Ready_to_Move
170.0,3825.0,4.0,1.0,7.0,14.0,Unknown,Sargasan,East,New,4.0,Built-up,Ready_to_Move
225.0,4329.0,4.0,1.0,8.0,12.0,Unknown,Raysan,East,New,4.0,Super Built-up,Ready_to_Move
238.0,4383.0,4.0,1.0,3.0,7.0,unfurnished,Raysan,East,New,4.0,Super Built-up,Ready_to_Move
158.0,4144.1015,4.0,1.0,7.0,11.0,Unknown,Khoraj,Unknown,New,4.0,Super Built-up,Ready_to_Move
410.0,4315.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,4.0,Super Built-up,Under_Construction
348.0,3660.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,4.0,Super Built-up,Under_Construction
245.00000000000003,2580.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
185.0,1945.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,New,2.0,Super Built-up,Under_Construction
124.0,1305.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,New,1.0,Super Built-up,Under_Construction
62.7,660.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Super Built-up,Under_Construction
146.0,1540.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
141.0,1485.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,New,2.0,Super Built-up,Under_Construction
112.0,1175.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,New,2.0,Super Built-up,Under_Construction
494.00000000000006,3462.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,4.0,Super Built-up,Under_Construction
356.0,2625.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
297.0,2253.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
57.0,1278.0,3.0,2.0,1.0,8.0,unfurnished,Koba,East,5-10 years,3.0,Carpet,Ready_to_Move
60.0,1242.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
63.0,1395.0,2.0,1.0,4.0,8.0,furnished,Sargasan,South-West,New,2.0,Super Built-up,Ready_to_Move
145.0,3060.0,3.0,2.0,2.0,13.0,unfurnished,Koba,East,New,3.0,Super Built-up,Ready_to_Move
60.0,1395.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
75.0,1782.0,3.0,1.0,6.0,12.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
70.0,1755.0,2.0,1.0,2.0,5.0,unfurnished,Randesan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
54.0,1197.0,2.0,1.0,5.0,5.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Ready_to_Move
91.2,2160.0,3.0,1.0,9.0,12.0,Unknown,Randesan,Unknown,New,3.0,Super Built-up,Under_Construction
60.0,1323.0,2.0,2.0,9.0,11.0,unfurnished,Sargasan,East,New,2.0,Built-up,Ready_to_Move
105.0,1486.0,3.0,3.0,2.0,7.0,unfurnished,Sargasan,East,1-5 years,3.0,Carpet,Ready_to_Move
110.0,2160.0,3.0,2.0,5.0,13.0,semi-furnished,Kudasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
110.0,1017.0,3.0,2.0,0.0,7.0,unfurnished,Sector 29,North-East,10-20 years,3.0,Super Built-up,Ready_to_Move
75.0,782.0,2.0,1.0,5.0,14.0,unfurnished,Sargasan,East,New,2.0,Carpet,Ready_to_Move
98.0,1719.0,3.0,3.0,4.0,9.0,semi-furnished,Sargasan,West,1-5 years,3.0,Super Built-up,Ready_to_Move
91.19,2691.0,3.0,1.0,6.0,13.0,Unknown,Vavol,East,New,3.0,Super Built-up,Under_Construction
68.15,2115.0,3.0,1.0,3.0,14.0,unfurnished,Vavol,East,New,3.0,Super Built-up,Ready_to_Move
110.0,2187.0,3.0,2.0,10.0,14.0,Unknown,Sargasan,North-East,New,3.0,Super Built-up,Ready_to_Move
100.0,2565.0,3.0,1.0,5.0,14.0,Unknown,Kudasan,East,New,3.0,Super Built-up,Under_Construction
120.0,2250.0,3.0,2.0,13.0,50.0,semi-furnished,Kudasan,East,1-5 years,3.0,Built-up,Ready_to_Move
98.0,2295.0,3.0,2.0,10.0,12.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
83.0,1548.0,2.0,1.0,4.0,8.0,furnished,Raysan,Unknown,New,2.0,Super Built-up,Ready_to_Move
115.0,2475.0,3.0,2.0,9.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
70.0,1845.0,3.0,1.0,1.0,8.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
65.0,1305.0,2.0,1.0,6.0,9.0,unfurnished,Randesan,East,5-10 years,2.0,Carpet,Ready_to_Move
65.0,1269.0,2.0,1.0,5.0,7.0,unfurnished,Kudasan,East,10-20 years,2.0,Super Built-up,Ready_to_Move
65.0,1278.0,2.0,2.0,2.0,5.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
151.0,3186.0,4.0,1.0,5.0,13.0,unfurnished,Sargasan,East,New,4.0,Super Built-up,Ready_to_Move
58.5,1503.0,2.0,1.0,6.0,13.0,unfurnished,Kudasan,East,New,2.0,Super Built-up,Ready_to_Move
85.0,1791.0,3.0,1.0,10.0,13.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
67.0,1431.0,2.0,1.0,7.0,14.0,unfurnished,Sargasan,Unknown,1-5 years,2.0,Super Built-up,Ready_to_Move
60.0,1269.0,2.0,1.0,5.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
60.0,1170.0,2.0,1.0,4.0,5.0,semi-furnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
80.0,1845.0,3.0,1.0,9.0,13.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
126.0,2736.0,3.0,1.0,6.0,13.0,Unknown,Sargasan,East,New,3.0,Super Built-up,Under_Construction
139.0,2041.0,4.0,2.0,6.0,13.0,Unknown,Sargasan,East,New,4.0,Carpet,Ready_to_Move
123.0,2592.0,3.0,1.0,4.0,8.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
52.0,1161.0,2.0,1.0,3.0,5.0,Unknown,Randesan,East,New,2.0,Super Built-up,Ready_to_Move
70.0,831.0,3.0,1.0,1.0,11.0,unfurnished,Sargasan,East,New,3.0,Carpet,Ready_to_Move
50.0,1422.0,2.0,1.0,6.0,14.0,unfurnished,Vavol,East,New,2.0,Super Built-up,Ready_to_Move
86.0,869.0,3.0,1.0,8.0,11.0,unfurnished,Sargasan,East,New,3.0,Carpet,Ready_to_Move
70.0,1557.0,3.0,1.0,7.0,11.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
55.0,1179.0,2.0,1.0,7.0,8.0,Unknown,Raysan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
110.0,2655.0,3.0,2.0,6.0,20.0,Unknown,Randesan,Unknown,New,3.0,Super Built-up,Under_Construction
162.0,3870.0,4.0,3.0,6.0,13.0,Unknown,Sargasan,East,New,3.0,Super Built-up,Under_Construction
200.0,4320.0,5.0,3.0,6.0,22.0,Unknown,Raysan,East,New,4.0,Super Built-up,Under_Construction
270.0,5310.0,5.0,3.0,4.0,8.0,Unknown,Koba,East,New,4.0,Super Built-up,Under_Construction
105.0,2349.0,4.0,2.0,6.0,13.0,unfurnished,Uvarsad,East,New,3.0,Super Built-up,Under_Construction
150.0,2651.0,4.0,3.0,6.0,20.0,unfurnished,Koba,East,New,3.0,Super Built-up,Under_Construction
190.0,4275.0,5.0,3.0,6.0,14.0,unfurnished,Koba,East,New,4.0,Super Built-up,Under_Construction
146.0,1512.0,3.0,2.0,6.0,13.0,Unknown,Raysan,East,New,3.0,Carpet,Ready_to_Move
135.0,2862.0,3.0,2.0,6.0,13.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Under_Construction
75.0,1602.0,3.0,2.0,11.0,12.0,semi-furnished,Sargasan,East,1-5 years,3.0,Built-up,Ready_to_Move
55.0,1071.0,2.0,1.0,3.0,5.0,unfurnished,Sargasan,North-East,1-5 years,2.0,Super Built-up,Ready_to_Move
80.0,1890.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
105.0,1755.0,3.0,3.0,2.0,13.0,unfurnished,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
90.0,1683.0,3.0,3.0,5.0,13.0,semi-furnished,Sargasan,North-East,1-5 years,3.0,Built-up,Ready_to_Move
105.0,2124.0,3.0,3.0,2.0,9.0,unfurnished,Sargasan,North-East,1-5 years,3.0,Built-up,Ready_to_Move
90.0,2151.0,3.0,3.0,3.0,13.0,unfurnished,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
90.0,2151.0,3.0,3.0,11.0,13.0,unfurnished,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
62.56,1656.0,2.0,3.0,13.0,14.0,Unknown,Randesan,North-East,New,2.0,Built-up,Under_Construction
64.61,1593.0,2.0,3.0,6.0,14.0,unfurnished,Randesan,North-East,New,2.0,Built-up,Under_Construction
72.0,963.0,3.0,1.0,4.0,8.0,unfurnished,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
150.0,1875.0,3.0,1.0,2.0,25.0,Unknown,Gift City,Unknown,New,3.0,Carpet,Under_Construction
166.0,1511.0,2.0,1.0,23.0,25.0,Unknown,Gift City,Unknown,New,2.0,Super Built-up,Under_Construction
97.66,2250.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
87.0,2259.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
71.0,1395.0,2.0,1.0,1.0,8.0,unfurnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
57.0,1278.0,3.0,2.0,1.0,8.0,semi-furnished,Kudasan,East,5-10 years,3.0,Carpet,Ready_to_Move
105.0,2313.0,3.0,1.0,6.0,14.0,semi-furnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
240.0,1876.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
60.0,1773.0,2.0,1.0,4.0,8.0,unfurnished,Kudasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
91.0,2520.0,2.0,1.0,6.0,11.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Under_Construction
62.0,1449.0,2.0,1.0,1.0,5.5,unfurnished,Sargasan,South,New,2.0,Carpet,Ready_to_Move
118.0,1728.0,2.0,2.0,5.0,8.0,unfurnished,Raysan,East,New,2.0,Super Built-up,Ready_to_Move
62.0,2133.0,3.0,3.0,1.0,13.0,Unknown,Randheja,Unknown,New,3.0,Super Built-up,Under_Construction
59.4,1485.0,2.0,1.0,1.0,13.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
59.85,630.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Super Built-up,Under_Construction
125.0,2700.0,3.0,1.0,4.0,8.0,Unknown,Koba,Unknown,Unknown,3.0,Super Built-up,Under_Construction
114.0,1410.0,3.0,1.0,9.0,13.0,Unknown,Koba,Unknown,New,3.0,Carpet,Ready_to_Move
138.0,1384.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
70.0,1242.0,1.0,2.0,7.0,11.0,Unknown,Uvarsad,Unknown,New,2.0,Super Built-up,Ready_to_Move
110.0,2484.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
120.0,2142.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
41.0,945.0,2.0,2.0,2.0,3.0,unfurnished,Vavol,East,New,2.0,Super Built-up,Ready_to_Move
55.0,1395.0,2.0,1.0,8.0,13.0,unfurnished,Uvarsad,East,1-5 years,2.0,Super Built-up,Ready_to_Move
53.0,990.0,2.0,2.0,2.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Carpet,Ready_to_Move
260.0,1976.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
494.00000000000006,3462.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
358.0,2625.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
341.0,2473.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
296.0,2253.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
251.0,1876.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
110.0,950.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Super Built-up,Under_Construction
326.0,3100.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
246.0,2241.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
95.0,900.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Super Built-up,Under_Construction
165.0,1550.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
254.0,2030.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
272.0,2180.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
250.0,1876.0,3.0,1.0,19.0,35.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
68.68,1845.0,3.0,1.0,6.0,14.0,unfurnished,Khoraj,East,New,3.0,Super Built-up,Ready_to_Move
70.0,1440.0,2.0,1.0,1.0,11.0,unfurnished,Sargasan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
63.48,911.0,2.0,1.0,6.0,10.0,unfurnished,Raysan,Unknown,New,2.0,Carpet,Ready_to_Move
150.0,1800.0,4.0,2.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,4.0,Carpet,Ready_to_Move
65.0,882.0,2.0,1.0,4.0,5.0,semi-furnished,Sargasan,North-East,5-10 years,2.0,Super Built-up,Ready_to_Move
65.0,1377.0,2.0,2.0,4.0,6.0,unfurnished,Sargasan,North-East,1-5 years,2.0,Super Built-up,Ready_to_Move
100.0,2520.0,3.0,2.0,3.0,10.0,unfurnished,Kudasan,North-East,1-5 years,3.0,Carpet,Ready_to_Move
80.0,2160.0,3.0,2.0,8.0,9.0,unfurnished,Other,Unknown,1-5 years,3.0,Super Built-up,Ready_to_Move
63.0,1332.0,2.0,1.0,4.0,8.0,semi-furnished,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
85.0,2049.0,3.0,2.0,2.0,13.0,unfurnished,Sargasan,North-East,1-5 years,3.0,Carpet,Ready_to_Move
120.0,2340.0,3.0,2.0,3.0,8.0,unfurnished,Sargasan,North-West,1-5 years,3.0,Carpet,Ready_to_Move
110.0,2223.0,3.0,2.0,3.0,7.0,unfurnished,Sargasan,North-East,1-5 years,3.0,Carpet,Ready_to_Move
82.0,1665.0,3.0,1.0,4.0,9.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Ready_to_Move
110.0,2205.0,3.0,1.0,3.0,9.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
110.0,1962.0,3.0,2.0,6.0,13.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
150.0,630.0,2.0,2.0,22.0,33.0,unfurnished,Gift City,West,1-5 years,2.0,Carpet,Ready_to_Move
62.0,1233.0,2.0,2.0,1.0,4.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
52.0,1125.0,2.0,2.0,4.0,5.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
85.0,1728.0,3.0,1.0,4.0,8.0,furnished,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
115.0,2709.0,3.0,1.0,7.0,13.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Under_Construction
75.0,747.0,2.0,1.0,3.0,13.0,Unknown,Randesan,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
52.0,1197.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
220.00000000000003,1977.0,3.0,2.0,15.0,35.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
100.0,2475.0,3.0,2.0,6.0,13.0,Unknown,Sargasan,East,New,3.0,Super Built-up,Under_Construction
66.0,1800.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
100.0,1215.0,3.0,2.0,4.0,8.0,Unknown,Kudasan,Other,New,3.0,Carpet,Ready_to_Move
100.0,1098.0,3.0,1.0,4.0,8.0,furnished,Koba,Unknown,New,3.0,Carpet,Ready_to_Move
