Price,Area,Bathrooms,Balconies,Current_Floor,Total_Floors,Furnishing_Status,Mapped_Area,Facing,Property_Age,Bedrooms,Area_Type,Property_Status
65.0,1476.0,2.0,1.0,4.0,13.0,semi-furnished,Raysan,Unknown,1-5 years,2.0,Super Built-up,Ready_to_Move
259.0,1180.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Carpet,Under_Construction
46.0,1602.0,2.0,2.0,3.0,7.0,Unknown,Randheja,Unknown,Unknown,2.0,Super Built-up,Under_Construction
165.0,1319.0,3.0,1.0,4.0,8.0,furnished,Kudasan,Unknown,New,3.0,Carpet,Ready_to_Move
44.17,1668.4045,2.0,1.0,5.0,12.0,unfurnished,Karai,Unknown,New,2.0,Carpet,Under_Construction
95.0,1791.0,3.0,1.0,13.0,13.0,furnished,Kudasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
84.0,2303.4746,3.0,1.0,3.0,8.0,unfurnished,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
450.0,3552.087,2.0,1.0,0.0,1.0,Unknown,Sector 22,Unknown,Unknown,2.0,Carpet,Ready_to_Move
105.0,1404.0,2.0,3.0,13.0,13.0,unfurnished,Sargasan,East,1-5 years,2.0,Built-up,Ready_to_Move
46.0,1400.0,2.0,2.0,8.0,13.0,Unknown,SP Ring Road,Unknown,Unknown,2.0,Carpet,Ready_to_Move
65.0,1359.0,2.0,1.0,5.0,7.0,furnished,Randesan,Unknown,1-5 years,2.0,Super Built-up,Ready_to_Move
72.0,786.0,2.0,1.0,7.0,9.0,unfurnished,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
115.0,1962.0,3.0,1.0,6.0,13.0,unfurnished,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
135.0,2475.0,3.0,1.0,10.0,14.0,unfurnished,Sargasan,North-East,New,3.0,Super Built-up,Ready_to_Move
165.0,871.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Carpet,Under_Construction
50.0,1215.0,2.0,1.0,2.0,10.0,semi-furnished,Sargasan,Unknown,10-20 years,2.0,Carpet,Ready_to_Move
95.0,1935.0,3.0,1.0,1.0,5.5,unfurnished,Koba,Unknown,New,3.0,Super Built-up,Ready_to_Move
50.0,1242.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
67.0,1359.0,2.0,1.0,3.0,3.0,Unknown,Randesan,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
170.0,1875.0,3.0,2.0,2.0,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
47.0,1224.0,2.0,1.0,2.0,6.0,semi-furnished,Vavol,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
51.0,1323.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,North,5-10 years,2.0,Super Built-up,Ready_to_Move
50.0,1323.0,2.0,1.0,5.0,5.0,unfurnished,Sargasan,North,5-10 years,2.0,Super Built-up,Ready_to_Move
53.0,1197.0,2.0,1.0,4.0,8.0,furnished,Sargasan,Other,New,2.0,Built-up,Ready_to_Move
90.0,1935.0,3.0,1.0,2.0,5.0,unfurnished,Sargasan,Unknown,10-20 years,3.0,Super Built-up,Ready_to_Move
30.0,990.0,2.0,2.0,1.0,4.0,semi-furnished,Kalol,Unknown,10-20 years,2.0,Carpet,Ready_to_Move
110.0,2151.0,3.0,3.0,4.0,14.0,Unknown,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
110.0,1000.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Carpet,Ready_to_Move
85.0,782.0,2.0,1.0,3.0,7.0,furnished,Sargasan,Unknown,New,2.0,Carpet,Ready_to_Move
114.0,1410.0,3.0,1.0,4.0,8.0,unfurnished,Koba,Unknown,New,3.0,Carpet,Ready_to_Move
115.0,2412.0,2.0,1.0,2.0,6.0,semi-furnished,Randesan,East,Unknown,3.0,Carpet,Ready_to_Move
80.0,1650.0,2.0,1.0,4.0,7.0,furnished,Kudasan,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
166.0,1511.0,2.0,1.0,5.0,8.0,Unknown,Gift City,Unknown,New,2.0,Carpet,Under_Construction
100.0,843.0,3.0,1.0,5.0,8.0,unfurnished,Randesan,Unknown,New,3.0,Carpet,Ready_to_Move
110.0,1183.0,3.0,1.0,13.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
45.0,1170.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,West,10-20 years,2.0,Super Built-up,Ready_to_Move
68.0,859.0,3.0,1.0,4.0,9.0,Unknown,Valad,East,Unknown,3.0,Carpet,Ready_to_Move
76.0,1773.0,3.0,3.0,2.0,6.0,Unknown,Koba,Unknown,New,3.0,Super Built-up,Ready_to_Move
58.0,1548.0,3.0,2.0,3.0,7.0,Unknown,Pethapur,Unknown,Unknown,3.0,Super Built-up,Under_Construction
55.0,819.0,2.0,1.0,5.0,5.0,semi-furnished,Sargasan,Unknown,10-20 years,2.0,Carpet,Ready_to_Move
55.0,1395.0,2.0,1.0,5.0,5.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
140.0,2475.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
215.0,4383.0,4.0,2.0,2.0,12.0,furnished,Raysan,Unknown,New,4.0,Super Built-up,Ready_to_Move
58.0,1386.0,2.0,1.0,1.0,5.0,Unknown,Sargasan,Unknown,New,2.0,Built-up,Ready_to_Move
52.0,635.0,2.0,1.0,2.0,4.0,semi-furnished,Raysan,Unknown,5-10 years,2.0,Built-up,Ready_to_Move
45.0,1170.0,2.0,3.0,2.0,6.0,Unknown,Kalol,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
114.0,1325.0,2.0,1.0,7.0,25.0,unfurnished,Gift City,Unknown,New,2.0,Super Built-up,Under_Construction
65.0,1278.0,2.0,1.0,2.0,6.0,furnished,Sargasan,Unknown,10-20 years,2.0,Carpet,Ready_to_Move
210.0,3240.0,4.0,3.0,10.0,13.0,unfurnished,Kudasan,South-West,1-5 years,4.0,Super Built-up,Ready_to_Move
95.0,529.0,1.0,2.0,7.0,33.0,Unknown,Gift City,Unknown,New,1.0,Carpet,Under_Construction
40.0,1242.0,2.0,1.0,3.0,3.0,unfurnished,Pethapur,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
110.0,2300.0,3.0,1.0,13.0,14.0,semi-furnished,Koba,North-East,New,3.0,Built-up,Ready_to_Move
37.74,970.0,3.0,2.0,3.0,7.0,Unknown,Kolavada,Unknown,New,3.0,Carpet,Ready_to_Move
75.0,1935.0,3.0,1.0,5.0,5.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
52.0,1215.0,2.0,1.0,4.0,8.0,furnished,Kudasan,East,New,2.0,Super Built-up,Ready_to_Move
43.0,1350.0,2.0,1.0,4.0,8.0,Unknown,Kalol,Unknown,New,2.0,Super Built-up,Ready_to_Move
145.0,3230.0,4.0,3.0,6.0,13.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
50.0,900.0,2.0,1.0,5.0,8.0,furnished,Randesan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
63.72,1593.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Under_Construction
22.0,365.0,1.0,1.0,0.0,5.0,unfurnished,Kalol,Unknown,5-10 years,1.0,Carpet,Ready_to_Move
137.0,2844.0,3.0,3.0,2.0,12.0,Unknown,Randesan,Unknown,New,3.0,Carpet,Ready_to_Move
50.0,1625.3489,2.0,1.0,3.0,7.0,furnished,Kolavada,Unknown,Unknown,2.0,Built-up,Ready_to_Move
53.0,1152.0,2.0,1.0,3.0,7.0,Unknown,Vavol,Unknown,Unknown,2.0,Carpet,Ready_to_Move
60.0,1377.0,2.0,2.0,4.0,5.0,Unknown,Sargasan,Unknown,10-20 years,2.0,Super Built-up,Ready_to_Move
35.0,678.1256999999999,2.0,1.0,3.0,7.0,Unknown,Pethapur,Unknown,New,3.0,Carpet,Ready_to_Move
93.0,2109.0,3.0,2.0,12.0,14.0,semi-furnished,Sargasan,Other,New,3.0,Carpet,Ready_to_Move
95.0,1377.0,2.0,2.0,4.0,8.0,Unknown,Raysan,Unknown,New,2.0,Carpet,Ready_to_Move
325.0,3100.0,4.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,4.0,Super Built-up,Under_Construction
80.0,2025.0,3.0,1.0,5.0,8.0,semi-furnished,Randesan,Unknown,New,3.0,Super Built-up,Ready_to_Move
100.0,2385.0,3.0,1.0,10.0,13.0,unfurnished,Randesan,West,New,3.0,Super Built-up,Under_Construction
65.0,1260.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
100.0,1134.0,3.0,2.0,2.0,6.0,Unknown,Adalaj,South-East,Unknown,3.0,Carpet,Ready_to_Move
145.0,2655.0,3.0,1.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,3.0,Super Built-up,Under_Construction
75.0,1791.0,3.0,2.0,3.0,7.0,Unknown,Pethapur,Unknown,Unknown,3.0,Carpet,Ready_to_Move
50.0,1250.0,2.0,1.0,2.0,5.0,furnished,Vavol,Other,5-10 years,2.0,Carpet,Ready_to_Move
80.0,1890.0,3.0,1.0,4.0,6.0,semi-furnished,Sargasan,Unknown,1-5 years,3.0,Carpet,Ready_to_Move
35.0,675.0,1.0,1.0,4.0,8.0,Unknown,SG Highway,Unknown,Unknown,1.0,Carpet,Ready_to_Move
60.0,1135.0,2.0,2.0,3.0,7.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
53.0,1287.0,2.0,1.0,10.0,13.0,Unknown,Pethapur,Unknown,New,2.0,Super Built-up,Under_Construction
65.0,1260.0,2.0,1.0,4.0,8.0,furnished,Kudasan,Unknown,New,2.0,Carpet,Ready_to_Move
180.0,4248.0,3.0,2.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,5.0,Carpet,Ready_to_Move
110.0,529.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Carpet,Under_Construction
115.0,2475.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Built-up,Under_Construction
52.0,850.0,2.0,2.0,3.0,7.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
62.3,612.0,2.0,1.0,5.0,13.0,unfurnished,Gift City,Unknown,New,2.0,Carpet,Ready_to_Move
46.0,2098.9605,3.0,2.0,3.0,7.0,Unknown,Pethapur,Unknown,Unknown,3.0,Carpet,Ready_to_Move
72.0,2066.6688,3.0,1.0,1.0,13.0,unfurnished,Kalol,North-East,1-5 years,3.0,Carpet,Ready_to_Move
60.0,1245.0,2.0,1.0,13.0,14.0,furnished,Sargasan,Unknown,1-5 years,2.0,Super Built-up,Ready_to_Move
137.0,2313.0,3.0,1.0,10.0,11.0,unfurnished,Sargasan,North-East,New,3.0,Carpet,Ready_to_Move
120.0,2376.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Built-up,Ready_to_Move
58.0,1260.0,2.0,3.0,3.0,5.0,Unknown,Randesan,Unknown,New,2.0,Carpet,Ready_to_Move
72.0,1190.0,3.0,2.0,3.0,7.0,Unknown,Vavol,Unknown,New,3.0,Carpet,Ready_to_Move
51.0,1332.0,2.0,1.0,3.0,7.0,Unknown,Pethapur,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
205.0,2907.0,4.0,2.0,4.0,8.0,semi-furnished,Sargasan,Unknown,New,4.0,Built-up,Ready_to_Move
175.0,2232.0,3.0,1.0,5.0,8.0,furnished,Randesan,Unknown,New,3.0,Carpet,Ready_to_Move
115.0,1177.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,New,2.0,Carpet,Under_Construction
365.0,3942.0,6.0,1.0,4.0,7.0,Unknown,Sargasan,Unknown,New,4.0,Super Built-up,Ready_to_Move
34.99,1125.0,2.0,1.0,2.0,6.0,Unknown,Kalol,Unknown,New,2.0,Super Built-up,Ready_to_Move
247.00000000000003,2030.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
161.0,2250.0,3.0,1.0,4.0,8.0,furnished,Kudasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
142.0,1599.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
155.0,630.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Carpet,Ready_to_Move
90.0,3204.0,1.0,1.0,3.0,7.0,furnished,Vavol,Unknown,New,2.0,Built-up,Ready_to_Move
130.0,786.0,2.0,1.0,12.0,21.0,unfurnished,Gift City,North,New,2.0,Built-up,Ready_to_Move
48.0,1200.0,2.0,2.0,5.0,8.0,Unknown,Koba,Unknown,New,2.0,Super Built-up,Ready_to_Move
70.0,1575.0,3.0,3.0,3.0,7.0,furnished,Randheja,Unknown,Unknown,3.0,Carpet,Ready_to_Move
56.0,1278.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
140.0,3186.0,4.0,2.0,4.0,8.0,Unknown,Sargasan,Other,Unknown,4.0,Built-up,Under_Construction
55.0,1200.0,2.0,1.0,4.0,8.0,Unknown,Koba,Unknown,Unknown,2.0,Carpet,Ready_to_Move
36.0,693.0,1.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,1.0,Super Built-up,Ready_to_Move
150.0,1310.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
69.0,1332.0,2.0,1.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,2.0,Carpet,Under_Construction
140.0,3186.0,4.0,2.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,4.0,Carpet,Ready_to_Move
140.0,2669.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
80.0,842.0,3.0,1.0,1.0,13.0,unfurnished,Sargasan,North-West,1-5 years,3.0,Carpet,Ready_to_Move
86.0,1890.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
110.0,2142.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
101.0,2439.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Under_Construction
20.0,650.0,1.0,1.0,2.0,6.0,Unknown,Kalol,Unknown,Unknown,1.0,Carpet,Ready_to_Move
120.0,2502.0,3.0,1.0,5.0,10.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
97.0,1030.0,3.0,1.0,6.0,13.0,Unknown,Koba,Unknown,New,3.0,Carpet,Under_Construction
70.0,1530.0,2.0,1.0,5.0,8.0,Unknown,Kudasan,Unknown,5-10 years,2.0,Built-up,Ready_to_Move
71.0,791.0,2.0,3.0,7.0,11.0,unfurnished,Sargasan,West,New,3.0,Carpet,Ready_to_Move
90.0,2368.058,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
207.0,4248.0,4.0,3.0,4.0,8.0,Unknown,Koba,Unknown,Unknown,5.0,Super Built-up,Ready_to_Move
83.0,1836.0,3.0,1.0,4.0,8.0,Unknown,Raysan,Unknown,Unknown,3.0,Super Built-up,Under_Construction
141.0,2970.0,4.0,2.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,4.0,Built-up,Ready_to_Move
85.0,2025.0,3.0,1.0,2.0,5.0,unfurnished,Kudasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
78.8,1845.0,3.0,1.0,6.0,13.0,unfurnished,Raysan,East,New,3.0,Super Built-up,Under_Construction
169.0,1875.0,3.0,1.0,2.0,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
71.5,1656.0,2.0,1.0,4.0,8.0,Unknown,Raysan,East,New,2.0,Super Built-up,Under_Construction
96.0,1845.0,3.0,1.0,4.0,5.0,unfurnished,Sargasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
113.0,2412.0,4.0,3.0,6.0,18.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Under_Construction
175.0,4005.0,4.0,3.0,4.0,8.0,Unknown,Sargasan,East,New,4.0,Super Built-up,Under_Construction
93.0,2394.0,4.0,2.0,6.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Under_Construction
107.0,2025.0,3.0,1.0,11.0,13.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Ready_to_Move
99.0,2106.0,3.0,1.0,10.0,13.0,Unknown,Koba,East,New,3.0,Super Built-up,Under_Construction
95.0,2475.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
375.0,6750.0,4.0,1.0,10.0,18.0,unfurnished,Koba,North-West,New,4.0,Super Built-up,Under_Construction
230.0,3645.0,4.0,1.0,3.0,20.0,Unknown,Khoraj,West,New,4.0,Super Built-up,Under_Construction
132.0,2790.0,3.0,1.0,3.0,12.0,unfurnished,Koba,West,New,3.0,Super Built-up,Under_Construction
131.0,2412.0,3.0,1.0,2.0,8.0,unfurnished,Raysan,West,New,3.0,Super Built-up,Ready_to_Move
425.0,6075.0,6.0,1.0,12.0,20.0,Unknown,Khoraj,West,New,6.0,Super Built-up,Under_Construction
450.0,6300.0,6.0,1.0,7.0,20.0,Unknown,Khoraj,West,New,6.0,Super Built-up,Under_Construction
250.0,3807.0,4.0,1.0,12.0,20.0,Unknown,Khoraj,West,New,4.0,Super Built-up,Under_Construction
240.0,3699.0,4.0,1.0,13.0,20.0,Unknown,Khoraj,West,New,4.0,Super Built-up,Under_Construction
220.00000000000003,3537.0,4.0,1.0,9.0,20.0,unfurnished,Khoraj,West,New,4.0,Super Built-up,Under_Construction
115.0,1231.0,3.0,2.0,4.0,9.0,unfurnished,Sargasan,North-East,1-5 years,3.0,Carpet,Ready_to_Move
121.0,2259.0,3.0,1.0,5.0,13.0,Unknown,Randesan,Unknown,New,3.0,Super Built-up,Ready_to_Move
78.0,1845.0,3.0,1.0,2.0,14.0,unfurnished,Khoraj,East,New,3.0,Super Built-up,Ready_to_Move
55.0,819.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Other,New,2.0,Carpet,Ready_to_Move
55.0,1054.8622,2.0,1.0,4.0,8.0,unfurnished,Kudasan,Other,Unknown,2.0,Carpet,Ready_to_Move
60.0,1548.0,2.0,1.0,5.0,7.0,semi-furnished,Randesan,East,New,2.0,Super Built-up,Ready_to_Move
35.0,990.0,1.0,1.0,2.0,4.0,Unknown,Vavol,East,New,1.0,Super Built-up,Ready_to_Move
190.0,3358.0,4.0,3.0,7.0,7.0,semi-furnished,Uvarsad,North-East,1-5 years,4.0,Super Built-up,Ready_to_Move
55.0,1125.0,2.0,1.0,1.0,4.0,semi-furnished,Vavol,East,10-20 years,2.0,Super Built-up,Ready_to_Move
130.0,2970.0,4.0,1.0,6.0,13.0,unfurnished,Randesan,East,New,4.0,Super Built-up,Ready_to_Move
142.0,3015.0,3.0,1.0,3.0,12.0,Unknown,Koba,West,New,3.0,Super Built-up,Under_Construction
145.0,2520.0,3.0,1.0,2.0,8.0,unfurnished,Raysan,West,New,3.0,Super Built-up,Ready_to_Move
110.0,1380.0,2.0,1.0,18.0,25.0,unfurnished,Gift City,East,New,2.0,Super Built-up,Under_Construction
85.0,1845.0,3.0,2.0,4.0,10.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Under_Construction
250.0,2804.0,3.0,2.0,0.0,2.0,unfurnished,Kudasan,East,New,3.0,Carpet,Ready_to_Move
130.0,1302.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Built-up,Ready_to_Move
75.0,1674.0,3.0,1.0,5.0,8.0,unfurnished,Vavol,East,1-5 years,3.0,Super Built-up,Ready_to_Move
60.0,1305.0,2.0,1.0,7.0,8.0,semi-furnished,Koba,East,10-20 years,2.0,Super Built-up,Ready_to_Move
67.0,1485.0,2.0,1.0,4.0,13.0,unfurnished,Koba,East,New,2.0,Super Built-up,Ready_to_Move
120.0,2925.0,3.0,3.0,4.0,8.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Under_Construction
165.0,3690.0,4.0,2.0,6.0,10.0,unfurnished,Sargasan,East,New,4.0,Super Built-up,Ready_to_Move
115.0,2475.0,3.0,2.0,9.0,13.0,unfurnished,Sargasan,North-East,New,3.0,Super Built-up,Ready_to_Move
65.0,1728.0,3.0,2.0,1.0,6.0,unfurnished,Sargasan,Other,10-20 years,3.0,Super Built-up,Ready_to_Move
260.0,4788.0,4.0,1.0,3.0,12.0,unfurnished,Koba,East,New,4.0,Super Built-up,Under_Construction
150.0,3006.0,3.0,1.0,1.0,12.0,unfurnished,Koba,East,New,3.0,Super Built-up,Under_Construction
140.0,2916.0,3.0,1.0,3.0,12.0,unfurnished,Koba,West,New,3.0,Super Built-up,Under_Construction
160.0,3105.0,3.0,1.0,4.0,8.0,Unknown,Koba,East,New,3.0,Super Built-up,Under_Construction
235.0,4329.0,4.0,1.0,4.0,12.0,unfurnished,Raysan,East,New,4.0,Super Built-up,Ready_to_Move
425.0,7650.0,4.0,1.0,6.0,18.0,Unknown,Koba,North-West,New,4.0,Super Built-up,Under_Construction
76.0,1300.0,3.0,1.0,4.0,11.0,unfurnished,SP Ring Road,North-East,1-5 years,3.0,Super Built-up,Ready_to_Move
84.0,1800.0,3.0,1.0,5.0,13.0,Unknown,Randesan,Unknown,New,3.0,Super Built-up,Under_Construction
125.0,1629.0,4.0,3.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
74.0,1152.0,2.0,1.0,5.0,5.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
75.0,1494.0,2.0,1.0,2.0,13.0,Unknown,Randesan,Unknown,New,2.0,Super Built-up,Ready_to_Move
73.0,1719.0,3.0,1.0,3.0,5.0,unfurnished,Sargasan,North-East,5-10 years,3.0,Super Built-up,Ready_to_Move
225.0,3915.0,4.0,2.0,4.0,6.0,Unknown,Randesan,Unknown,Unknown,4.0,Super Built-up,Ready_to_Move
60.0,1260.0,2.0,2.0,3.0,5.0,Unknown,Sargasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
212.0,4383.0,4.0,2.0,6.0,12.0,unfurnished,Kudasan,East,New,4.0,Super Built-up,Ready_to_Move
160.0,2700.0,3.0,1.0,4.5,7.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
116.0,2610.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Other,Unknown,3.0,Super Built-up,Ready_to_Move
125.0,2115.0,3.0,1.0,4.0,13.0,unfurnished,Randesan,North-East,1-5 years,3.0,Super Built-up,Ready_to_Move
85.0,1215.0,2.0,1.0,0.0,4.0,unfurnished,Raysan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
67.0,1620.0,3.0,1.0,3.0,8.0,unfurnished,Raysan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
53.0,1089.0,2.0,1.0,3.0,5.0,unfurnished,Kudasan,East,10-20 years,2.0,Built-up,Ready_to_Move
65.0,1080.0,2.0,1.0,0.0,4.0,unfurnished,Raysan,North-East,10-20 years,2.0,Super Built-up,Ready_to_Move
78.0,1845.0,3.0,1.0,2.0,9.0,unfurnished,Raysan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
65.0,1467.0,2.0,1.0,4.0,10.0,Unknown,Raysan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
115.0,2475.0,3.0,1.0,6.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
97.0,2142.0,3.0,1.0,6.0,11.0,unfurnished,Kudasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
95.0,2142.0,3.0,1.0,3.0,7.0,unfurnished,Kudasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
121.0,2493.0,3.0,1.0,4.0,13.0,unfurnished,Koba,East,1-5 years,3.0,Super Built-up,Ready_to_Move
68.0,1485.0,2.0,1.0,4.0,8.0,unfurnished,Raysan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
65.0,594.0,2.0,1.0,3.0,9.0,unfurnished,Koba,East,1-5 years,2.0,Built-up,Ready_to_Move
195.0,2835.0,4.0,1.0,3.0,7.0,unfurnished,Kudasan,East,1-5 years,4.0,Super Built-up,Ready_to_Move
315.0,2070.0,4.0,1.0,1.0,1.0,unfurnished,Raysan,East,5-10 years,4.0,Super Built-up,Ready_to_Move
175.0,4032.0,4.0,2.0,8.0,13.0,Unknown,Randesan,Unknown,New,4.0,Super Built-up,Under_Construction
160.0,2502.0,3.0,1.0,3.0,5.0,unfurnished,Raysan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
115.0,2259.0,3.0,1.0,2.0,7.0,unfurnished,Sargasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
74.82,1683.0,2.0,1.0,3.0,13.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
151.0,3195.0,4.0,2.0,4.0,8.0,unfurnished,Sargasan,Unknown,New,4.0,Super Built-up,Ready_to_Move
65.0,1377.0,2.0,1.0,5.0,8.0,Unknown,Randesan,East,New,2.0,Carpet,Ready_to_Move
51.0,1098.0,2.0,1.0,4.0,5.0,unfurnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
64.0,1593.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
55.0,1755.0,2.0,1.0,3.0,8.0,unfurnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
65.0,1278.0,2.0,1.0,2.0,8.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
55.0,1224.0,2.0,1.0,2.0,5.0,unfurnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
58.0,1305.0,2.0,1.0,2.0,8.0,semi-furnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
54.0,1350.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
65.0,1377.0,2.0,1.0,2.0,6.0,semi-furnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
130.0,1786.8074,2.0,1.0,6.0,6.0,unfurnished,Randesan,East,5-10 years,3.0,Carpet,Ready_to_Move
90.0,2394.0,3.0,1.0,2.0,6.0,unfurnished,Sargasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
250.0,3915.0,3.0,1.0,5.0,6.0,semi-furnished,Gift City,East,New,4.0,Super Built-up,Ready_to_Move
195.0,4410.0,4.0,1.0,2.0,13.0,unfurnished,Raysan,East,New,4.0,Super Built-up,Under_Construction
82.0,1620.0,2.0,1.0,2.0,13.0,unfurnished,Sargasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
140.0,3186.0,4.0,1.0,5.0,13.0,unfurnished,Sargasan,East,1-5 years,4.0,Super Built-up,Ready_to_Move
65.0,1449.0,2.0,2.0,4.0,6.0,semi-furnished,Kudasan,East,10-20 years,2.0,Super Built-up,Ready_to_Move
